combo_id,r2,rmse,mae,hidden_layers,learning_rate,batch_size,dropout_rate,activation,optimizer,epochs_trained
485,0.8177407756337113,11.657486445427597,9.053611775014554,"[64, 32, 16]",0.0005,32,0.2,relu,rmsprop,103
486,0.8550603065537297,10.395702187964321,7.384448140817467,"[64, 32, 16]",0.0005,32,0.2,tanh,adam,54
487,0.5958676199260609,17.358891337182843,16.103262116611706,"[64, 32, 16]",0.0005,32,0.2,tanh,rmsprop,139
488,0.8562903623056836,10.351495735272394,7.399052273533632,"[64, 32, 16]",0.0005,32,0.3,relu,adam,61
489,0.8867630660886068,9.188702930566635,7.431970770522483,"[64, 32, 16]",0.0005,32,0.3,relu,rmsprop,68
490,0.7280764490446225,14.239133826192013,12.824502467654904,"[64, 32, 16]",0.0005,32,0.3,tanh,adam,138
491,0.8958188443907907,8.81362859627012,7.30117139046042,"[64, 32, 16]",0.0005,32,0.3,tanh,rmsprop,48
492,0.7818105484115996,12.754899342410361,11.182754144885804,"[64, 32, 16]",0.0005,64,0.1,relu,adam,76
493,0.6958966096315007,15.058121301279252,11.729083624195173,"[64, 32, 16]",0.0005,64,0.1,relu,rmsprop,54
494,0.6564877447714914,16.004100802100325,14.587716623402732,"[64, 32, 16]",0.0005,64,0.1,tanh,adam,129
495,0.7849976180039001,12.661401946019454,11.489910894367645,"[64, 32, 16]",0.0005,64,0.1,tanh,rmsprop,138
496,0.6946260785138436,15.089544611495649,11.458246794401687,"[64, 32, 16]",0.0005,64,0.2,relu,adam,48
497,0.815307828518451,11.735035399672189,7.996233237688418,"[64, 32, 16]",0.0005,64,0.2,relu,rmsprop,35
498,0.8933790581871861,8.916233175103681,6.607974112149444,"[64, 32, 16]",0.0005,64,0.2,tanh,adam,52
499,0.8231428605828504,11.483425531502853,9.281774626366845,"[64, 32, 16]",0.0005,64,0.2,tanh,rmsprop,100
500,0.8259185114783831,11.39295694312064,8.762824327916483,"[64, 32, 16]",0.0005,64,0.3,relu,adam,54
501,0.8863956472093858,9.203598109404721,7.200394232157082,"[64, 32, 16]",0.0005,64,0.3,relu,rmsprop,103
502,0.6803338238766811,15.438620906683417,13.755625314644902,"[64, 32, 16]",0.0005,64,0.3,tanh,adam,64
503,0.3107253348929633,22.67025046147448,20.675491037577313,"[64, 32, 16]",0.0005,64,0.3,tanh,rmsprop,31
504,0.5423955782344021,18.47163194334301,16.252248354510034,"[64, 32, 16]",0.0001,16,0.1,relu,adam,109
505,0.7265511108325959,14.279014743909613,11.97601624239393,"[64, 32, 16]",0.0001,16,0.1,relu,rmsprop,63
506,0.7288900172324806,14.21781683439077,10.464222634116657,"[64, 32, 16]",0.0001,16,0.1,tanh,adam,61
507,0.7699649438500529,13.096558069975586,10.731652567893608,"[64, 32, 16]",0.0001,16,0.1,tanh,rmsprop,111
508,0.8685573420240614,9.899843441308642,7.304517358400346,"[64, 32, 16]",0.0001,16,0.2,relu,adam,94
509,0.5661644427005634,17.985508967316793,15.213334896903074,"[64, 32, 16]",0.0001,16,0.2,relu,rmsprop,145
510,0.7073225636078793,14.772526626992608,12.96595823466547,"[64, 32, 16]",0.0001,16,0.2,tanh,adam,127
511,0.6244630026876758,16.733489865501834,15.130361672574933,"[64, 32, 16]",0.0001,16,0.2,tanh,rmsprop,120
512,0.8525797568130924,10.484282678521556,9.063982351847672,"[64, 32, 16]",0.0001,16,0.3,relu,adam,84
513,0.8080176619367698,11.964396538537278,9.611854310074484,"[64, 32, 16]",0.0001,16,0.3,relu,rmsprop,46
514,0.8205098959183533,11.56858961069707,8.492037766853032,"[64, 32, 16]",0.0001,16,0.3,tanh,adam,121
515,0.25108488972373566,23.63069293389319,21.912424380597127,"[64, 32, 16]",0.0001,16,0.3,tanh,rmsprop,34
516,0.6568192468447392,15.996376662555436,14.277111122697308,"[64, 32, 16]",0.0001,32,0.1,relu,adam,66
517,0.9311928754821057,7.162701699025616,5.539370626446404,"[64, 32, 16]",0.0001,32,0.1,relu,rmsprop,106
518,0.6652317700768484,15.799097465477896,14.182311125258794,"[64, 32, 16]",0.0001,32,0.1,tanh,adam,102
519,0.8910830340656039,9.011724943921767,7.819406905015152,"[64, 32, 16]",0.0001,32,0.1,tanh,rmsprop,56
520,0.8222606267613678,11.512031850112628,9.874570986896096,"[64, 32, 16]",0.0001,32,0.2,relu,adam,163
521,0.7425567098301399,13.85482194628289,12.47201483940091,"[64, 32, 16]",0.0001,32,0.2,relu,rmsprop,39
522,0.6332432793295061,16.53671344084782,14.279264812135686,"[64, 32, 16]",0.0001,32,0.2,tanh,adam,34
523,0.7403378644914002,13.914399634333316,12.410656260582831,"[64, 32, 16]",0.0001,32,0.2,tanh,rmsprop,79
524,0.8492310158406726,10.602692462923018,8.61796641839323,"[64, 32, 16]",0.0001,32,0.3,relu,adam,90
525,0.783081859862578,12.717685950710468,8.826598904500935,"[64, 32, 16]",0.0001,32,0.3,relu,rmsprop,171
526,0.2869744214355734,23.057526430783806,21.310466496548184,"[64, 32, 16]",0.0001,32,0.3,tanh,adam,37
527,0.5337812534280895,18.644683974450164,15.094236150683681,"[64, 32, 16]",0.0001,32,0.3,tanh,rmsprop,33
528,0.8811654061198809,9.413076830175486,7.0594973600393205,"[64, 32, 16]",0.0001,64,0.1,relu,adam,145
529,0.680714977337937,15.429414053768523,11.595808593100589,"[64, 32, 16]",0.0001,64,0.1,relu,rmsprop,77
530,0.8438567522241139,10.790007946089919,8.7769258565274,"[64, 32, 16]",0.0001,64,0.1,tanh,adam,155
531,0.647133111668905,16.220551425136502,12.220440382817443,"[64, 32, 16]",0.0001,64,0.1,tanh,rmsprop,90
532,0.6743964890354135,15.581336250777984,14.154173034405998,"[64, 32, 16]",0.0001,64,0.2,relu,adam,72
533,0.7470902670259071,13.73228890870531,11.960722636023442,"[64, 32, 16]",0.0001,64,0.2,relu,rmsprop,49
534,0.6639335613194668,15.82970174436,14.276318897406565,"[64, 32, 16]",0.0001,64,0.2,tanh,adam,196
535,0.6228608232371547,16.76914749608224,15.627258228292394,"[64, 32, 16]",0.0001,64,0.2,tanh,rmsprop,178
536,0.5806568557870296,17.682551591893183,14.99584853555907,"[64, 32, 16]",0.0001,64,0.3,relu,adam,118
537,0.6520433287413308,16.10729987039187,13.61353460608538,"[64, 32, 16]",0.0001,64,0.3,relu,rmsprop,84
538,0.7089406242335201,14.731635241253002,13.00815636807262,"[64, 32, 16]",0.0001,64,0.3,tanh,adam,116
539,0.6265304120110616,16.687365624943816,13.75040736175844,"[64, 32, 16]",0.0001,64,0.3,tanh,rmsprop,194
